Location,Area,Type,BHK,Sqft,Furnish,Transaction,Status,PriceperSqrt,Price,Price_Lac,Area_Sqft,Price/Sqft
Chennai,Pallikaranai,Flat,2 BHK,880 sqft,Furnish,Old Property,Ready to Move,,₹ 43 Lac,43.0,880.0,4886.36
Chennai,Navalur,Flat,2 BHK,785 sqft,Unfurnish,New Property,Possession by Apr '22,,₹ 47 Lac,47.0,785.0,5987.26
Chennai,Oragadam Sriperumbudur,Flat,3 BHK,885 sqft,Furnish,Old Property,Ready to Move,,₹ 38 Lac,38.0,885.0,4293.79
Chennai,Padur Old Mahabalipuram Road,Flat,2 BHK,750 sqft,Unfurnish,New Property,Ready to Move,,₹ 52 Lac,52.0,750.0,6933.33
Chennai,Karpagam Avenue,Flat,1 BHK,550 sqft,Furnish,Old Property,Ready to Move,,₹ 42 Lac,42.0,550.0,7636.36
Chennai,Perumbakkam,Flat,3 BHK,1704 sqft,Furnish,Old Property,Ready to Move,,₹ 90 Lac,90.0,1704.0,5281.69
Chennai,Oragadam,Flat,3 BHK,1500 sqft,Unfurnish,Old Property,Ready to Move,,₹ 69.9 Lac,69.9,1500.0,4660.0
Chennai,Thiruporur,Flat,2 BHK,1150 sqft,Unfurnish,Old Property,Ready to Move,₹ 2348 per sqft,₹ 27 Lac,27.0,1150.0,2348.0
Chennai,Mahindra World City,Flat,1 BHK,595 sqft,Furnish,Old Property,Ready to Move,,₹ 30 Lac,30.0,595.0,5042.02
Chennai,Mambalam West,Flat,2 BHK,1000 sqft,Unfurnish,Old Property,Ready to Move,₹ 13500 per sqft,₹ 1.35 Cr,135.0,1000.0,13500.0
Chennai,VGN Mahalakshmi Nagar Maduravoyal,Flat,3 BHK,1096 sqft,Furnish,Old Property,Ready to Move,₹ 5383 per sqft,₹ 59 Lac,59.0,1096.0,5383.0
Chennai,Seetha Nagar Nungambakkam,Flat,2 BHK,852 sqft,Furnish,Old Property,Ready to Move,₹ 9977 per sqft,₹ 85 Lac,85.0,852.0,9977.0
Chennai,Navalur,Flat,3 BHK,1567 sqft,Furnish,Old Property,Ready to Move,₹ 5105 per sqft,₹ 80 Lac,80.0,1567.0,5105.0
Chennai,Irungattukottai,Flat,2 BHK,824 sqft,Furnish,Old Property,Ready to Move,₹ 3641 per sqft,₹ 30 Lac,30.0,824.0,3641.0
Chennai,Tambaram GST Road,Flat,2 BHK,647 sqft,Furnish,Old Property,Ready to Move,,₹ 38.7 Lac,38.7,647.0,5981.45
Chennai,Ram Nagar South Extension Madipakkam,Flat,2 BHK,750 sqft,Furnish,Old Property,Ready to Move,,₹ 47 Lac,47.0,750.0,6266.67
Chennai,Kalavakkam,Flat,2 BHK,800 sqft,Unfurnish,Old Property,Ready to Move,,₹ 30 Lac,30.0,800.0,3750.0
Chennai,Selaiyur,Flat,2 BHK,1012 sqft,Furnish,Old Property,Ready to Move,₹ 4545 per sqft,₹ 46 Lac,46.0,1012.0,4545.0
Chennai,Tambaram GST Road,Flat,2 BHK,961 sqft,Unfurnish,Old Property,Ready to Move,,₹ 42 Lac,42.0,961.0,4370.45
Chennai,Kottivakkam,Flat,2 BHK,780 sqft,Unfurnish,New Property,Ready to Move,,₹ 1.37 Cr,137.0,780.0,17564.1
Chennai,Old Mahabalipuram Road,Flat,2 BHK,993 sqft,Furnish,Old Property,Ready to Move,₹ 3525 per sqft,₹ 35 Lac,35.0,993.0,3525.0
Chennai,Kotturpuram,Flat,1 BHK,510 sqft,Furnish,Old Property,Ready to Move,,₹ 47 Lac,47.0,510.0,9215.69
Chennai,Thirumullaivoyal Rajiv Gandhi Nagar Vanagaram,Flat,3 BHK,1070 sqft,Furnish,Old Property,Ready to Move,₹ 4074 per sqft,₹ 48 Lac,48.0,1070.0,4074.0
Chennai,Kilpauk,Flat,2 BHK,780 sqft,Unfurnish,Old Property,Ready to Move,,₹ 68 Lac,68.0,780.0,8717.95
Chennai,Tambaram East,Flat,2 BHK,775 sqft,Furnish,Old Property,Ready to Move,,₹ 48 Lac,48.0,775.0,6193.55
Chennai,Hasthinapuram,Flat,2 BHK,913 sqft,Furnish,Old Property,Ready to Move,,₹ 54.3 Lac,54.3,913.0,5947.43
Chennai,Tambaram East,Flat,2 BHK,1260 sqft,Unfurnish,Old Property,Ready to Move,₹ 5476 per sqft,₹ 69 Lac,69.0,1260.0,5476.0
Chennai,Mogappair,Flat,2 BHK,782 sqft,Furnish,Old Property,Ready to Move,₹ 7320 per sqft,₹ 57.3 Lac,57.3,782.0,7320.0
Chennai,Nandivaram Guduvancheri,Flat,2 BHK,837 sqft,Furnish,Old Property,Ready to Move,₹ 3584 per sqft,₹ 30 Lac,30.0,837.0,3584.0
Chennai,Mugalivakkam,Flat,2 BHK,815 sqft,Unfurnish,Old Property,Possession by Jan '22,,₹ 60.5 Lac,60.5,815.0,7423.31
Chennai,Alandur,Flat,3 BHK,1150 sqft,Furnish,Old Property,Ready to Move,₹ 6947 per sqft,₹ 79.9 Lac,79.9,1150.0,6947.0
Chennai,Medavakkam,Flat,2 BHK,1200 sqft,Furnish,Old Property,Ready to Move,₹ 5000 per sqft,₹ 60 Lac,60.0,1200.0,5000.0
Chennai,Banu Nagar,Flat,3 BHK,1690 sqft,Unfurnish,Old Property,Ready to Move,₹ 4142 per sqft,₹ 70 Lac,70.0,1690.0,4142.0
Chennai,Surapet,Flat,1 BHK,425 sqft,Unfurnish,New Property,Ready to Move,,₹ 26 Lac,26.0,425.0,6117.65
Chennai,Ambattur,Flat,2 BHK,1015 sqft,Unfurnish,New Property,Ready to Move,,₹ 49 Lac,49.0,1015.0,4827.59
Chennai,Tambaram Sanatorium,Flat,3 BHK,1126 sqft,Furnish,Old Property,Ready to Move,,₹ 82.2 Lac,82.2,1126.0,7300.18
Chennai,Pallikaranai,Flat,2 BHK,860 sqft,Furnish,Old Property,Ready to Move,₹ 4070 per sqft,₹ 35 Lac,35.0,860.0,4070.0
Chennai,Thirumazhisai,Flat,1 BHK,538 sqft,Unfurnish,Old Property,Ready to Move,,₹ 24.3 Lac,24.3,538.0,4516.73
Chennai,KK Nagar,Flat,2 BHK,660 sqft,Furnish,New Property,Ready to Move,,₹ 69 Lac,69.0,660.0,10454.55
Chennai,Thiruporur,Flat,3 BHK,1095 sqft,Furnish,Old Property,Ready to Move,₹ 2739 per sqft,₹ 30 Lac,30.0,1095.0,2739.0
Chennai,Poonamalle,Flat,2 BHK,686 sqft,Unfurnish,Old Property,Ready to Move,,₹ 56 Lac,56.0,686.0,8163.27
Chennai,Velachery,Flat,2 BHK,840 sqft,Unfurnish,Old Property,Possession by Jan '22,,₹ 85 Lac,85.0,840.0,10119.05
Chennai,Unknown,Flat,3 BHK,1278 sqft,Unfurnish,Old Property,Ready to Move,,₹ 78 Lac,78.0,1278.0,6103.29
Chennai,Unknown,Flat,3 BHK,1251 sqft,Unfurnish,Old Property,Ready to Move,,₹ 55 Lac,55.0,1251.0,4396.48
Chennai,Pattabiram Chennai Tiruttani Highway,Flat,2 BHK,1000 sqft,Furnish,Old Property,Ready to Move,,₹ 50 Lac,50.0,1000.0,5000.0
Chennai,Tiruvottiyur,Flat,5 BHK,1635 sqft,Unfurnish,Old Property,Ready to Move,₹ 7339 per sqft,₹ 1.20 Cr,120.0,1635.0,7339.0
Chennai,Poonamalle,Flat,2 BHK,1048 sqft,Unfurnish,Old Property,Ready to Move,₹ 4866 per sqft,₹ 51 Lac,51.0,1048.0,4866.0
Chennai,Madipakkam,Flat,1 BHK,675 sqft,Unfurnish,Old Property,Ready to Move,,₹ 33.1 Lac,33.1,675.0,4903.7
Chennai,Maraimalai Nagar,Flat,3 BHK,1949 sqft,Furnish,Old Property,Ready to Move,₹ 3078 per sqft,₹ 60 Lac,60.0,1949.0,3078.0
Chennai,Mangadu,Flat,2 BHK,720 sqft,Furnish,Old Property,Possession by Jan '22,,₹ 35 Lac,35.0,720.0,4861.11
Chennai,Choolai,Flat,3 BHK,1300 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.39 Cr,139.0,1300.0,10692.31
Chennai,KK Nagar,Flat,2 BHK,495 sqft,Unfurnish,Old Property,Ready to Move,,₹ 65 Lac,65.0,495.0,13131.31
Chennai,Ambattur,Flat,3 BHK,1000 sqft,Unfurnish,Old Property,Ready to Move,,₹ 45 Lac,45.0,1000.0,4500.0
Chennai,Madipakkam,Flat,3 BHK,1265 sqft,Furnish,Old Property,Ready to Move,,₹ 95 Lac,95.0,1265.0,7509.88
Chennai,West Jafferkhanpet,Flat,2 BHK,746 sqft,Unfurnish,Old Property,Ready to Move,₹ 6032 per sqft,₹ 45 Lac,45.0,746.0,6032.0
Chennai,Thirumullaivoyal,Flat,3 BHK,850 sqft,Furnish,Old Property,Ready to Move,,₹ 60 Lac,60.0,850.0,7058.82
Chennai,Habibullah Road,Flat,3 BHK,1000 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.10 Cr,110.00000000000001,1000.0,11000.0
Chennai,Kolapakkam,Flat,3 BHK,1100 sqft,Furnish,New Property,Ready to Move,,₹ 68 Lac,68.0,1100.0,6181.82
Chennai,Kolapakkam,Flat,2 BHK,720 sqft,Unfurnish,Old Property,Ready to Move,,₹ 37 Lac,37.0,720.0,5138.89
Chennai,Pallikaranai,Flat,2 BHK,725 sqft,Furnish,Old Property,Ready to Move,,₹ 43 Lac,43.0,725.0,5931.03
Chennai,Ayanambakkam,Flat,3 BHK,1292 sqft,Unfurnish,Old Property,Ready to Move,,₹ 90 Lac,90.0,1292.0,6965.94
Chennai,Kovilambakkam,Flat,2 BHK,900 sqft,Furnish,Old Property,Ready to Move,,₹ 55 Lac,55.0,900.0,6111.11
Chennai,Porur,Flat,3 BHK,1485 sqft,Furnish,Old Property,Ready to Move,,₹ 1.38 Cr,138.0,1485.0,9292.93
Chennai,Kazhipattur,Flat,3 BHK,1275 sqft,Unfurnish,Old Property,Ready to Move,₹ 4078 per sqft,₹ 52 Lac,52.0,1275.0,4078.0
Chennai,Keelkattalai,Flat,2 BHK,875 sqft,Unfurnish,Old Property,Ready to Move,₹ 5942 per sqft,₹ 52 Lac,52.0,875.0,5942.0
Chennai,Okkiyam Thuraipakkam E Coast Road,Flat,2 BHK,808 sqft,Furnish,Old Property,Ready to Move,,₹ 55.4 Lac,55.4,808.0,6856.44
Chennai,Chettipunyam,Flat,2 BHK,462 sqft,Furnish,Old Property,Ready to Move,,₹ 45 Lac,45.0,462.0,9740.26
Chennai,Ambattur Industrial Estate Chennai Bypass Road,Flat,2 BHK,1200 sqft,Unfurnish,Old Property,Ready to Move,,₹ 95 Lac,95.0,1200.0,7916.67
Chennai,Ayanavaram,Flat,1 BHK,480 sqft,Unfurnish,Old Property,Ready to Move,,₹ 40 Lac,40.0,480.0,8333.33
Chennai,Korattur Jawaharlal Nehru Road,Flat,2 BHK,770 sqft,Unfurnish,Old Property,Ready to Move,,₹ 85 Lac,85.0,770.0,11038.96
Chennai,Perumbakkam,Flat,2 BHK,600 sqft,Furnish,Old Property,Ready to Move,,₹ 47 Lac,47.0,600.0,7833.33
Chennai,Padur Old Mahabalipuram Road,Flat,3 BHK,950 sqft,Furnish,Old Property,Ready to Move,,₹ 62 Lac,62.0,950.0,6526.32
Chennai,Besant Nagar,Flat,1 BHK,885 sqft,Unfurnish,Old Property,Ready to Move,₹ 14000 per sqft,₹ 1.23 Cr,123.0,885.0,14000.0
Chennai,Sithalapakkam,Flat,3 BHK,1100 sqft,Furnish,Old Property,Ready to Move,,₹ 70 Lac,70.0,1100.0,6363.64
Chennai,Royapuram,Flat,3 BHK,1000 sqft,Furnish,Old Property,Ready to Move,,₹ 1.30 Cr,130.0,1000.0,13000.0
Chennai,Iyyappanthangal,Flat,2 BHK,300 sqft,Furnish,Old Property,Ready to Move,,₹ 44 Lac,44.0,300.0,14666.67
Chennai,Madhanandapuram Chennai Bypass Road,Flat,2 BHK,850 sqft,Unfurnish,New Property,Ready to Move,,₹ 45.4 Lac,45.4,850.0,5341.18
Chennai,Navalur,Flat,3 BHK,1400 sqft,Furnish,Old Property,Ready to Move,,₹ 1.20 Cr,120.0,1400.0,8571.43
Chennai,Vanagaram,Flat,2 BHK,1018 sqft,Unfurnish,New Property,Ready to Move,₹ 5697 per sqft,₹ 58 Lac,58.0,1018.0,5697.0
Chennai,Kaspapuram,Flat,2 BHK,920 sqft,Furnish,Old Property,Ready to Move,₹ 3804 per sqft,₹ 35 Lac,35.0,920.0,3804.0
Chennai,Siruseri,Flat,2 BHK,896 sqft,Unfurnish,Old Property,Ready to Move,,₹ 40 Lac,40.0,896.0,4464.29
Chennai,Kalavakkam,Flat,2 BHK,898 sqft,Unfurnish,Old Property,Ready to Move,,₹ 32.3 Lac,32.3,898.0,3596.88
Chennai,Tambaram West Tambaram Chennai Bypass Road,Flat,3 BHK,1294 sqft,Furnish,Old Property,Ready to Move,₹ 4637 per sqft,₹ 60 Lac,60.0,1294.0,4637.0
Chennai,Kelambakkam Old Mahabalipuram Road,Flat,2 BHK,636 sqft,Furnish,Old Property,Ready to Move,,₹ 25 Lac,25.0,636.0,3930.82
Chennai,Kotturpuram,Flat,2 BHK,1240 sqft,Unfurnish,Old Property,Ready to Move,₹ 11290 per sqft,₹ 1.40 Cr,140.0,1240.0,11290.0
Chennai,Pallavaram,Flat,2 BHK,1122 sqft,Furnish,Old Property,Ready to Move,₹ 7308 per sqft,₹ 82 Lac,82.0,1122.0,7308.0
Chennai,Old Mahabalipuram Road,Flat,2 BHK,950 sqft,Unfurnish,Old Property,Ready to Move,,₹ 53 Lac,53.0,950.0,5578.95
Chennai,Mahindra World City,Flat,2 BHK,610 sqft,Unfurnish,Old Property,Ready to Move,,₹ 34 Lac,34.0,610.0,5573.77
Chennai,Oragadam Sriperumbudur,Flat,3 BHK,1150 sqft,Furnish,New Property,Ready to Move,₹ 4782 per sqft,₹ 55 Lac,55.0,1150.0,4782.0
Chennai,Padapai,Flat,1 BHK,748 sqft,Furnish,Old Property,Ready to Move,₹ 4144 per sqft,₹ 31 Lac,31.0,748.0,4144.0
Chennai,Santhosapuram Medavakkam,Flat,3 BHK,1300 sqft,Unfurnish,Old Property,Ready to Move,₹ 6154 per sqft,₹ 80 Lac,80.0,1300.0,6154.0
Chennai,Thalambur,Flat,3 BHK,1500 sqft,Furnish,Old Property,Ready to Move,,₹ 85 Lac,85.0,1500.0,5666.67
Chennai,Medavakkam,Flat,2 BHK,848 sqft,Unfurnish,Old Property,Ready to Move,₹ 4953 per sqft,₹ 42 Lac,42.0,848.0,4953.0
Chennai,Lingam Nagar,Flat,3 BHK,1310 sqft,Unfurnish,Old Property,Ready to Move,,₹ 53 Lac,53.0,1310.0,4045.8
Chennai,Guru Swamy Nagar Pulianthope,Flat,2 BHK,738 sqft,Furnish,Old Property,Ready to Move,,₹ 38 Lac,38.0,738.0,5149.05
Chennai,Thanikachalam Nagar Ponniammanmedu,Flat,1 BHK,450 sqft,Furnish,Old Property,Ready to Move,,₹ 31 Lac,31.0,450.0,6888.89
Chennai,T Nagar,Flat,2 BHK,650 sqft,Unfurnish,Old Property,Ready to Move,,₹ 59 Lac,59.0,650.0,9076.92
Chennai,Kelambakkam Old Mahabalipuram Road,Flat,3 BHK,850 sqft,Furnish,Old Property,Ready to Move,,₹ 42 Lac,42.0,850.0,4941.18
Chennai,Koyambedu,Flat,3 BHK,1320 sqft,Unfurnish,New Property,Possession by Jan '22,₹ 9090 per sqft,₹ 1.20 Cr,120.0,1320.0,9090.0
